,doi,title,abstract,year,issn
102,10.1109/BigData.2015.7364062,DATA VERACITY ESTIMATION WITH ENSEMBLING TRUTH DISCOVERY METHODS,"Estimation of data veracity is recognized as one of the grand challenges of big data. Typically, the goal of truth discovery is to determine the veracity of multi-source, conflicting data and return, as outputs, a veracity label and a confidence score for each data value, along with the trustworthiness score of each source claiming it. Although a plethora of methods has been proposed, it is unlikely a technique dominates all others across all data sets. Furthermore, the performance evaluation of the methods entirely depends on the availability of labeled ground truth data (i.e., data whose veracity has been manually checked). In the context of Big Data, acquiring the complete ground truth data is out-of-reach. In this paper, we propose an ensembling method that mitigates the two problems of method selection and ground truth data sparsity. Our approach combines the results of a set of truth discovery methods and preliminary experiments suggest that it improves the quality performance over the single methods when samples of ground truth data are used.",2015,
103,10.1109/CiSt49399.2021.9357200,TECHNOLOGY AGAINST COVID-19 A BLOCKCHAIN-BASED FRAMEWORK FOR DATA QUALITY,"The effects of COVID-19 have quickly spread around the world, testing the limits of the population and the public health sector. High demand on medical services are offset by disruptions in daily operations as hospitals struggle to function in the face of overcapacity, understaffing and information gaps. Faced with these problems, new technologies are being deployed to fight this pandemic and help medical staff governments to reduce its spread. Among these technologies, we find blockchains and Big Data which have been used in tracking, prediction applications and others. However, despite the help that these new technologies have provided, they remain limited if the data with which they are fed are not of good quality. In this paper, we highlight some benefits of using BIG Data and Blockchain to deal with this pandemic and some data quality issues that still present challenges to decision making. Finally we present a general Blockchain-based framework for data governance that aims to ensure a high level of data trust, security, and privacy.",2020,2327185X
104,10.1109/ITPRO.2014.7029280,PRESENTATION 1. INFORMATION GOVERNANCE IN THE AGE OF BIG DATA,"Organizations have understood the value of their structured data — mostly financial transactions — since the first mainframes were developed in the 40's. Data quality issues have always been a challenge and the increasing numbers of applications consuming and producing structured transactional data has grown exponentially. Unstructured information has been given less significance and strategic importance and therefore fewer resources and less attention on the part of leadership. All of that has changed and is changing faster than anyone imagined. Unstructured content is what humans produce. They create the documents: strategies, proposals, support documents, marketing content, white papers, engineering specifications, etc. that form the intelligence and core knowledge capital of the enterprise. Many organizations have left business units to fend for themselves and “go figure it out” with little guidance or support. These has led to terabytes of content that people cannot find their way through and that leaves the organization open to risks, liabilities and costs of e discovery. According to the Minnesota Journal of Law, Science & Technology, a gig of data costs $30,000 in e discovery costs. The cost of storage is ten cents. The problem is that the enterprise does not understand the hidden costs of not making data accessible and usable — lost time, lost IP, inefficiency, poor customer service that can lead to lost customers, slower growth, etc. As newer collaboration technologies are deployed, they expose the bad habits and sins of the past. Deploying a new search engine shows that the content is not curated. Standing up a new content management application like SharePoint reveals the haphazard shanty town of an information architecture with inconsistencies in models, terminology and applications. Today's landscape of marketing and customer experience technologies is complex and interconnected and requires those upstream knowledge processes that produce unstructured content as the fuel. Customer experience entails everything that happens before you purchase (marketing, education and outreach), when you purchase (e commerce with product content and data), and after you purchase (self-service systems and knowledge bases that support the call center). This is the customer lifecycle and at each step in the process systems and tools need to be harmonized as they gather information about the users using attribute models that are consistent and that serve the business and the customer. They take content and data as input and then output more data. One applications exhaust is another applications fuel. Organizations are also purchasing data streams to enrich their internal information sources. Social media is an enormous virtually untapped reservoir of data about customers and what they think about organizations. This can be mined for sentiment and to gauge marketing effectiveness. Increasingly, much of this is being placed into the hands of the marketing organization. In fact, a study by Gartner Group said that by 2017 the CMO will spend more money on IT than the CIO. What all of this means is that information, content and data governance need to be considered as part of a whole and not as separate initiatives. Elements of good information governance include: • Deployment and Operationalization • Alignment with User Needs • Business Value • Buy-In and Change Management • Sponsorship and Accountability Leads to the following outcomes: • Manages conflicts in business priorities (between initiatives, business units, drivers, etc) • Allows for ongoing input from various stakeholders and constituencies in order to evolve capabilities with the needs of the business • Prioritizes efforts and allocation of resources • Assigns roles and responsibilities with accountability to critical functions • Takes into consideration various levels of maturity in the organization — no one size fits all • Ensures that investments in systems, processes and tools are providing sufficient return to the business • Balances centralized standards with decentralized decision making • Aligns incentives to use a system with business goals This session will review governance concepts, discuss how they apply to various types of data and content and provide a framework for developing governance processes and structures.",2014,
105,10.1145/2737182.2737186,MAKING REAL TIME DATA ANALYTICS AVAILABLE AS A SERVICE,"Conducting (big) data analytics in an organization is not just about using a processing framework (e.g. Hadoop/Spark) to learn a model from data currently in a single file system (e.g. HDFS). We frequently need to pipeline real time data from other systems into the processing framework, and continually update the learned model. The processing frameworks need to be easily invokable for different purposes to produce different models. The model and the subsequent model updates need to be integrated with a product that may require a real time prediction using the latest trained model. All these need to be shared among different teams in the organization for different data analytics purposes. In this paper, we propose a real time data-analytics-as-service architecture that uses RESTful web services to wrap and integrate data services, dynamic model training services (supported by big data processing framework), prediction services and the product that uses the models. We discuss the challenges in wrapping big data processing frameworks as services and other architecturally significant factors that affect system reliability, real time performance and prediction accuracy. We evaluate our architecture using a log-driven system operation anomaly detection system where staleness of data used in model training, speed of model update and prediction are critical requirements.",2015,
106,10.1109/BigData.2017.8258503,USING BIG DATA ANALYTICS AND IOT PRINCIPLES TO KEEP AN EYE ON UNDERGROUND INFRASTRUCTURE,"A Concept Development Study by the Open Geospatial Consortium (OGC) has highlighted the importance of high-quality feature data for underground urban infrastructure (UGI). Analysis of large survey datasets, including both visual and non-visual methods, is essential for creating and maintaining UGI geodata. Connecting hidden features with diverse, high-velocity sensing streams and realistic predictive models that effectively characterize them is key to lower construction costs, efficient infrastructure operation, sound disaster preparedness, and new smart city services. IoT principles that combine OGC geodata and Sensor Web observation standards may offer the best chance for working towards functional “digital twins” of such hidden infrastructure that are both cost effective and scalable with the increasing complexity and instrumentation of the underground built environment. Technical and policy challenges remain, however, before this can be achieved.",2017,
107,10.1109/JPROC.2017.2730585,A NOVEL METHODOLOGY TO LABEL URBAN REMOTE SENSING IMAGES BASED ON LOCATION-BASED SOCIAL MEDIA PHOTOS,"With the rapid development of the internet and popularization of intelligent mobile devices, social media is evolving fast and contains rich spatial information, such as geolocated posts, tweets, photos, video, and audio. Those location-based social media data have offered new opportunities for hazards and disaster identification or tracking, recommendations for locations, friends or tags, pay-per-click advertising, etc. Meanwhile, a massive amount of remote sensing (RS) data can be easily acquired in both high temporal and spatial resolution with a multiple satellite system, if RS maps can be provided, to possibly enable the monitoring of our location-based living environments with some devices like charge-coupled device (CCD) cameras but on a much larger scale. To generate the classification maps, usually, labeled RS image pixels should be provided by RS experts to train a classification system. Traditionally, labeled samples are obtained according to ground surveys, image photo interpretation or a combination of the aforementioned strategies. All the strategies should be taken care of by domain experts, in a means which is costly, time consuming, and sometimes of a low quality due to reasons such as photo interpretation based on RS images only. These practices and constraints make it more challenging to classify land-cover RS images using big RS data. In this paper, a new methodology is proposed to classify urban RS images by exploiting the semantics of location-based social media photos (SMPs). To validate the effectiveness of this methodology, an automatic classification system is developed based on RS images as well as SMPs via big data analysis techniques including active learning, crowdsourcing, shallow machine learning, and deep learning. As the labels of RS training data are given by ordinary people with a crowdsourcing technique, the developed system is named Crowd4RS. The quantitative and qualitative experiments confirm the effectiveness of the proposed Crowd4RS system as well as the proposed methodology for automatically generating RS image maps in terms of classification results based on big RS data made up of multispectral RS images in a high spatial resolution and a large amount of photos from social media sites, such as Flickr and Panoramio.",2017,15582256
108,10.1109/COASE.2017.8256208,A NONPARAMETRIC ADAPTIVE SAMPLING STRATEGY FOR ONLINE MONITORING OF BIG DATA STREAMS,"With the rapid development of sensor techniques, we often face the challenges of monitoring big data streams in modern quality control, which consist of massive series of real-time, continuously and sequentially ordered observations. For example, in manufacturing industries, hundreds or thousands of variables are observed during online production for quality insurance. Also, smart grid infrastructure needs to simultaneously monitor massive access points for intrusion and threat detection. As another example, an image sensing device continuously collects high-resolution images at high frequency for video surveillance and object movement tracking. Ideally, in those applications, it is preferable to detect assignable causes as early as possible, while maintaining a prespecified in-control Average Run Length (ARL).",2017,21618089
109,10.1109/ICITBS.2018.00077,DATA MINING METHOD AND EMPIRICAL RESEARCH FOR EXTENSION ARCHITECTURE DESIGN,"For extension data mining of architecture design, the process and method to convert extension architectural design data to structural data with high quality are discussed in this article. In special knowledge mining of extension architectural design data, the problems of architectural space design, form design, extension knowledge mining for structural design are studied according to cross-industry standard process for data mining(CRISP-DM). They are integrated with operations of extenics, geometry, statistical theory to provide scientific and reasonable design. The results of case study show that our scheme can effectively convert extension architectural design data to computable structural data with unified format and high reliability.",2018,
110,10.1109/ACCESS.2019.2941898,"BIG DATA FEATURES, APPLICATIONS, AND ANALYTICS IN CARDIOLOGY—A SYSTEMATIC LITERATURE REVIEW","In today's digital world the information surges with the widespread use of the internet and global communication systems. Healthcare systems are also facing digital transformations with the enhancement in the utilization of healthcare information systems, electronic records in medical, wearable, smart devices, handheld devices, and so on. A bulk of data is produced from these digital transformations. The recent increase in medical big data and the development of computational techniques in the field of cardiology enables researchers and practitioners to extract and visualize medical big data in a new spectrum. The role of medical big data in cardiology becomes a challenging task. Early decision making in cardiac healthcare system has massive potential for dropping the cost of care, refining quality of care, and reducing waste and error. Therefore, to facilitate this process a detailed report of the existing literature will be feasible to help the doctors and practitioners in decision making for the purpose of identifying and treating cardiac diseases. This detailed study will summarize results from the existing literature on big data in the field cardiac disease. This research uses the systematic literature protocol as presented by Kitchenham et al. The data was collected from the published materials from 2008 to 2018 as conference or journal publications, books, magazines and other online sources. 190 papers were included relying on the defined inclusion, exclusion, and checking the quality criteria. The current study helped to identify medical big data features, the application of medical big data, and the analytics of the big data in cardiology. The results of the proposed research shows that several studies exist that are associated to medical big data specifically to cardiology. This research summarizes and organizes the existing literature based on the defined keywords and research questions. The analysis will help doctors to make more authentic decisions, which ultimately will help to use the study as evidence for treating patients with heart related diseases.",2019,21693536
111,10.1109/TCC.2018.2874944,OPTIMIZING QUALITY-AWARE BIG DATA APPLICATIONS IN THE CLOUD,"The last years witnessed a steep rise in data generation worldwide and, consequently, the widespread adoption of software solutions able to support data-intensive application. Competitiveness and innovation have strongly benefited from these new platforms and methodologies, and there is a great deal of interest around the new possibilities that Big Data analytics promise to make reality. Many companies currently engage in data-intensive processes as part of their core businesses; however, fully embracing the data-driven paradigm is still cumbersome, and establishing a production-ready, fine-tuned deployment is time-consuming, expensive, and resource-intensive. This situation calls for innovative models and techniques to streamline the process of deployment configuration for Big Data applications. In particular, the focus in this paper is on the rightsizing of Cloud deployed clusters, which represent a cost-effective alternative to installation on premises. This paper proposes a novel tool, integrated in a wider DevOps-inspired approach, implementing a parallel and distributed simulation-optimization technique that efficiently and effectively explores the space of alternative Cloud configurations, seeking the minimum cost deployment that satisfies quality of service constraints. The soundness of the proposed solution has been thoroughly validated in a vast experimental campaign encompassing different applications and Big Data platforms.",2021,23720018
112,10.1109/CBFD52659.2021.00083,RESEARCH ON CREDIT RISK CONTROL OF COMMERCIAL BANKS BASED ON DATA MINING TECHNOLOGY,"Credit risk is the most important part of commercial banks' risk management, risk management is the core issue of banks' financial management, and the good or bad credit risk management directly affects banks' efficiency and is one of the effective means to avoid non-performing loans. Under the various business development and promotion of banks, their non-performing loan rate is also growing year by year, which not only affects the rapid and healthy development of banks, but even leads to the expansion of the scale of bank liabilities. In the era of big data, the importance of proper utilization of data has gradually emerged, which brings challenges and opportunities to commercial banks, and the ability to make good use of big data has become the key to risk management for commercial banks. Data mining is a cross-disciplinary field that brings together techniques and methods from databases, statistics, machine learning and other fields. It can uncover potentially useful information and knowledge from a large amount of banking data and provide managers with effective information for decision making, which in turn can prevent and manage risks more effectively. Based on data mining technology, this paper investigates bank credit risk management methods to effectively solve the credit risk control problems of commercial banks, optimize the credit project process, improve the quality of credit delivery, and provide reference for credit risk management related personnel.",2021,
113,10.1109/TSC.2020.2988760,ADVANCING NON-NEGATIVE LATENT FACTORIZATION OF TENSORS WITH DIVERSIFIED REGULARIZATION SCHEMES,"Dynamic relationships are frequently encountered in big data and services computing-related applications, like dynamic data of user-side QoS in Web services. They are modeled into a high-dimensional and sparse (HiDS) tensor, which contain rich knowledge regarding temporal patterns. A non-negative latent factorization of tensors (NLFT) model is very effective in extracting such patterns from an HiDS tensor. However, it commonly suffers from overfitting with improper regularization schemes. To address this issue, this article investigates NLFT models with diversified regularization schemes. Six regularized NLFT models, i.e., $L_{2}, L_{1}$L2,L1, elastic net, log, dropout, and swish-regularized ones, are proposed and carefully investigated. Moreover, owing to their diversified regularization designs, they possess strong model diversity to achieve an effective ensemble. Empirical studies on HiDS QoS tensors from real applications demonstrate that compared with state-of-the-art models, the proposed ones better describe the temporal patterns hidden in an HiDS tensor, thereby achieving significantly higher prediction accuracy for missing data. Moreover, their ensemble further outperforms each of them in terms of prediction accuracy for missing QoS data.",2022,23720204
114,10.1109/BigData50022.2020.9378228,MAINTAINING NOSQL DATABASE QUALITY DURING CONCEPTUAL MODEL EVOLUTION,"Database schemas evolve over time to satisfy changing application requirements. If this evolution is not performed correctly, some quality attributes are at risk such as data integrity, functional correctness, or maintainability. To help developer teams in the design of database schemas, several design methodologies for NoSQL databases have proposed to use conceptual models during this process. The use of an explicit conceptual model can also help developers in the tasks of schema evolution. In this work-in-progress paper, we propose a framework that, given a change in the conceptual model, identifies what must be modified in a NoSQL database schema and the underlying data. We researched several open source projects that use Apache Cassandra to study the benefits of using a conceptual model during the schema evolution process as well as to understand how these models evolve. In this first work, we have focused on studying seven types of conceptual model changes identified in these projects. For each change we describe the transformation required in the database schema to maintain the consistency between the schema and the model as well as the migration of data required to the new schema version.",2020,
115,10.1109/TBDATA.2018.2840222,CITYLINES: DESIGNING HYBRID HUB-AND-SPOKE TRANSIT SYSTEM WITH URBAN BIG DATA,"Rapid urbanization has posed significant burden on urban transportation infrastructures. In today's cities, both private and public transits have clear limitations to fulfill passengers' needs for quality of experience (QoE): Public transits operate along fixed routes with long wait time and total transit time; Private transits, such as taxis, private shuttles and ride-hailing services, provide point-to-point transits with high trip fare. In this paper, we propose CityLines, a transformative urban transit system, employing hybrid hub-and-spoke transit model with shared shuttles. Analogous to Airlines services, the proposed CityLines system routes urban trips among spokes through a few hubs or direct paths, with travel time as short as private transits and fare as low as public transits. CityLines allows both point-to-point connection to improve the passenger QoE, and hub-and-spoke connection to reduce the system operation cost. To evaluate the performance of CityLines, we conduct extensive data-driven experiments using one-month real-world trip demand data (from taxis, buses and subway trains) collected from Shenzhen, China. The results demonstrate that CityLines reduces 12.5-44 percent average travel time, and aggregates 8.5-32.6 percent more trips with ride-sharing over other implementation baselines.",2019,23722096
116,10.1109/ICAICA50127.2020.9182621,DESIGN AND DEVELOPMENT OF SELF-ADAPTIVE LEARNING SYSTEM BASED ON DATA ANALYSIS,"In the era of rapid development of artificial intelligence and big data technology, the education departments are also experiencing the transformation from the traditional classroom to the blending learning mode mixed with online learning and offline classroom. In order to promote the modernization of education and realize the inclusiveness and individuation of future education, the self-adaptive learning platform is rising gradually, which emphasizes service orientation and provides personalized learning contents to students based on data collections and analyses, enhancing the pertinence and efficiency of students' learning, and improving students' learning experience. In this paper, the writer applies to big data and artificial intelligence technology into the educational environment and attempts to build an intelligent self-adaptive learning system to realize personalized teaching model for the purpose of serving for teachers and students. Besides, the writer also carries out some innovative explorations on personalized teaching based on learner-centered and improves teaching qualities with remindings and early warnings.",2020,
117,10.1109/MNET.011.1900393,EDGE QOE: INTELLIGENT BIG DATA CACHING VIA DEEP REINFORCEMENT LEARNING,"In mobile edge networks (MENs), big data caching services are expected to provide mobile users with better quality of experience (QoE) than normal scenarios. However, the increasing types of sensors and devices are producing an explosion of big data. Extracting valuable contents for caching is becoming a vital issue for the satisfaction of QoE. Therefore, it is urgent to propose some rational strategies to improve QoE, which is the major challenge for content-centric caching. This article introduces a novel big data architecture consisting of data management units for content extraction and caching decision, improving quality of service and ensuring QoE. Then a caching strategy is proposed to improve QoE, including three parts: (1) the caching location decision, which means the method of deploying caching nodes to make them closer to users; (2) caching capacity assessment, which aims to seek suitable contents to match the capacity of caching nodes; and (3) caching priority choice, which leads to contents being cached according to their priority to meet user demands. With this architecture and strategy, we particularly use a caching algorithm based on deep reinforcement learning to achieve lower cost for intelligent caching. Experimental results indicate that our schemes achieve higher QoE than existing algorithms.",2020,1558156X
118,10.1109/NPSC.2018.8771733,QUALITY ASSESSMENT OF SMART GRID DATA,"Enormous amount of data gets generated in the Smart Grids (SGs) due to the large number of measuring devices, higher measurement rates and various types of sensors. Smart grid data contains important and critical information about the grid. Data driven applications are being developed for better planning, monitoring and operation of SGs. The outcome of data analytics heavily depends on the quality of SG data. However, not much work has been reported on the quality assessment of SG data. This paper addresses the objective assessment of SG data quality. Various dimensions of SG data quality are identified in this paper. Mathematical formulations are proposed to quantify the SG data quality. Proposed data quality metrics have been applied on the SCADA and PMU measurements collected from the Southern Regional Grid of India to demonstrate their effectiveness.",2018,
119,10.1109/BigData.2016.7840920,SPARK-BASED RARE ASSOCIATION RULE MINING FOR BIG DATASETS,"Nowadays, the quality of wireless network becomes critical for the network service providers (NSP). A poor performed network may lead to customer complaints, even loss of revenue from user churns. To ensure the quality of service, the key quality indicators (KQI) which reflect the quality of specific use cases have been collected alongside the network performance counters (NPC) for network performance analysis. To start, the NSP mines the network performance data to discover KQI anomalies which may cause poor user experience. If there is any KQI anomaly has been detected, the NSP investigates the associated NPCs to identify the possible root causes. Since the number of use cases increases dramatically and the volume of collected network performance data grows tremendously everyday, the wireless network anomaly root cause analysis becomes extremely challenging. How to efficiently discover the relationship between NPCs and KQI outliers becomes the key to identify the root causes of anomalies in the wireless network. To solve this problem, in this paper, we propose an efficient rare association rule mining algorithm called Spark-based Rare Association Rule Mining (SRAM) which leverages not only the efficiency of FP-growth algorithm but also the powerful big data processing mechanism of Spark platform. We have implemented our algorithm on the Spark platform and tested with various of data sets. The result shows our method can efficiently mine rare association rules from big volume of data.",2016,
120,10.1109/BigDataCongress.2015.50,BLOOD PRESSURE MANAGEMENT WITH DATA CAPTURING IN THE CLOUD AMONG HYPERTENSIVE PATIENTS: A MONITORING PLATFORM FOR HYPERTENSIVE PATIENTS,"Hypertension is a significant modifiable risk factor for cardiovascular and kidney disease, and blood pressure (BP) control is a very important step for cardiovascular risk management. Recently, home telemonitoring BP has been suggested as an effective tool for BP control and been commonly used in Western countries. Application of technology for healthcare management becomes a trend. Health data is usually longitudinal and voluminous, an effective data management would improve the quality of healthcare service. In order to deal with the volume, variety and velocity of medical data, cloud technology has opened a new horizon, especially data for medical research. Boosting the current home telemonitoring BP system with an automatic data capturing cloud technology along with healthcare provider alert function would be a pioneer. In this study, a cloud-connected personal-based BP meter will be transformed to a research-based BP data capturing cloud platform and will observe daily use of BP measurement and upload data to the cloud through a USB hub and internet-connected personal computer. All personal identity can be decoded and a study identity number will be assigned to each user for data privacy protection. The cloud platform enables easy access for different parties from anywhere, high speed performance, strong infrastructure support and vigorous data analysis power.",2015,23797703
121,10.1109/QRS-C51114.2020.00096,A BIG DATA BASED DECISION FRAMEWORK FOR PUBLIC MANAGEMENT AND SERVICE IN TOURISM,"In view of the characteristics of the complexity of public management and service content, the universality of service objects and the diversity of demands faced by current tourism industry development into a new stage of popularisation and industrialisation, this paper proposes a big data driven decision-making model to innovate tourism public management and service, and discusses the connotation, decision-making and implementation process under this decision-making mode. Through the construction of tourism public management and service framework based on big data, this paper discusses the elements, environment characteristics and promotion mode of the framework operation. The mode of tourism public management and service are reformed with decision-making and management based on big data. The problems solution efficiency, quality and services in current tourism industry are improved. Further, tourism public service in the sustainable development in tourism industry worldwide is promoted.",2020,
122,10.1109/SERVICES.2014.84,CLOUD COMPUTING FOR BIG DATA ENTREPRENEURSHIP IN THE SUPPLY CHAIN: USING SAP HANA FOR PHARMACEUTICAL TRACK-AND-TRACE ANALYTICS,"This paper focuses on the real-world use of cloud-based analytics for supporting medication track-and-trace and monitoring safety and quality in the pharmaceutical supply chain. The paper describes a track-and-trace system developed by German start-up XQS-Service GmbH and adopted by manufacturers, wholesalers, pharmacies and clinics in Germany. The paper also discusses the benefits of using in-memory computing to process large amounts of big data to support efficient and effective medication track-and-trace.",2014,23783818
123,10.1109/ICMEIM51375.2020.00062,ANALYSES OF THE RESEARCH STATUS QUO OF XI JINPING'S THOUGHT ON ECOLOGICAL CIVILIZATION BASED ON BIG DATA METHOD,"Xi Jinping's thought on ecological civilization, as the guiding ideology of China's ecological civilization construction in the new era, has become one of the hot spots in the academic research. Applying the big data method with the help of VOSviewer and SmartAnalyze, the paper has performed a series of analyses of knowledge graph, including the annual publication trends, the subject term expression changes, the subject distribution, the authors co-occurrence and the keywords co-occurrence on 335 published papers from core journals and CSSCI periodicals database regarding the theme of Xi Jinping's thought on ecological civilization. By analyzing the knowledge map, we find that the quantity and quality of research literatures have the tendency of growth, and subject terms become more and more standardized, but the research perspective needs to be broadened. There are more and more exchanges and cooperation between the authors, but in low frequency. Their topics mainly centre around the five aspects of value, connotation, background, path and theory origin of Xi jinping's thought on ecological civilization.",2020,
124,10.1109/ITCA52113.2020.00145,"RESEARCH ON CHINESE INDIVIDUALIZED READING TEACHING BASED ON ""BIG DATA"" EDUCATION PLATFORM","In the practice of Chinese teaching, reading teaching is a very core content. Reading teaching can scientifically and comprehensively improve students' reading literacy. In order to effectively optimize the reading ability of students, teachers should actively and comprehensively carry out personalized reading teaching. At the same time, teachers also need to rely on the ""big data"" education platform to effectively and efficiently improve the overall effectiveness and level of personalized reading, guarantee the quality of students' reading in an all-round way, and better promote the growth and development of students.",2020,
125,10.1145/3510457.3513034,AN EMPIRICAL STUDY ON QUALITY ISSUES OF EBAY'S BIG DATA SQL ANALYTICS PLATFORM,"Big data SQL analytics platform has evolved as the key infrastructure for business data analysis. Compared with traditional costly commercial RDBMS, scalable solutions with open-source projects, such as SQL-on-Hadoop, are more popular and attractive to enter-prises. In eBay, we build Carmel, a company-wide interactive SQL analytics platform based on Apache Spark. Carmel has been serving thousands of customers from hundreds of teams globally for more than 3 years. Meanwhile, despite the popularity of open-source based big data SQL analytics platforms, few empirical studies on service quality issues (e.g., job failure) were carried out for them. However, a deep understanding of service quality issues and taking right mitigation are significant to the ease of manual maintenance efforts. To fill this gap, we conduct a comprehensive empirical study on 1,884 real-word service quality issues from Carmel. We summa-rize the common symptoms and identify the root causes with typical cases. Stakeholders including system developers, researchers, and platform maintainers can benefit from our findings and implications. Furthermore, we also present lessons learned from critical cases in our daily practice, as well as insights to motivate automatic tool support and future research directions.",2022,
126,10.1109/BigData52589.2021.9671971,CROWDQUAKE+: DATA-DRIVEN EARTHQUAKE EARLY WARNING VIA IOT AND DEEP LEARNING,"In recent years, a low-cost micro-electro-mechanical systems (MEMS) acceleration sensor has been widely used for earthquake early warning (EEW). In our previous work, we introduced a networked earthquake detection system, CrowdQuake with three-hundred smartphones’ acceleration sensors and a deep-learning based earthquake detection model. For one year’s operation, CrowdQuake detected a series of earthquakes and collected various earthquake and non-earthquake data. Based on the successful operation of CrowdQuake, in this paper, we discuss how it can be expanded across the country by addressing the following challenges: (1) sensor deployments for highly dense network, (2) earthquake detection performance using a deep learning model, and (3) high performance and scalable system design for big data processing. The improved system is CrowdQuake+ which can deal with acceleration data sent from 8,000 IoT sensors and detect an earthquake in few seconds using a newly proposed detection model. Moreover, CrowdQuake+ stores all acceleration data sent from sensors and assesses their qualities by calculating noise levels. Then, the collected data are used for deep learning model training, so that its detection performance becomes more accurate.",2021,
127,10.1109/FiCloud.2015.34,OPEN GOVERNMENT DATA AS A SERVICE (GODAAS): BIG DATA PLATFORM FOR MOBILE APP DEVELOPERS,"The next web of open and linked data leverages governmental data openness to improve the quality of social services. This data is a national asset. In this study, we elaborate on this emerging open government movement, together with the underlying data transparency to drive novel business models which utilize these assets under a functioning platform called Open Government Data as a Service (GoDaaS). These business models actively engage civic-minded programmers in developing sustainable applications, contextualizing and utilizing the government open data resources. This leads to an expansive government marketplace, with many civic-minded developers might be new to doing business with the federal or state government. By means of a consultation service prototype, we provide development advices for programmers on how to work out the specific details of their applications business model. Having the business models in focus, this study also proposes a novel abstraction unit called Gov. Data Compute Unit (DCU), so that governments are able to feed developers with formalized, structured and programmable data resource units rather than just data catalogs. Such DCUs enable developers to cope with an increasing heterogeneity of state government data sets, by providing a unified interface on top of diverse data schemata from various states.",2015,
128,10.1109/ACCESS.2019.2963283,SEAPORT DATA SPACE FOR IMPROVING LOGISTIC MARITIME OPERATIONS,"The maritime industry expects several improvements to efficiently manage the operation processes by introducing Industry 4.0 enabling technologies. Seaports are the most critical point in the maritime logistics chain because of its multimodal and complex nature. Consequently, coordinated communication among any seaport stakeholders is vital to improving their operations. Currently, Electronic Data Interchange (EDI) and Port Community Systems (PCS), as primary enablers of digital seaports, have demonstrated their limitations to interchange information on time, accurately, efficiently, and securely, causing high operation costs, low resource management, and low performance. For these reasons, this contribution presents the Seaport Data Space (SDS) based on the Industrial Data Space (IDS) reference architecture model to enable a secure data sharing space and promote an intelligent transport multimodal terminal. Each seaport stakeholders implements the IDS connector to take part in the SDS and share their data. On top of SDS, a Big Data architecture is integrated to manage the massive data shared in the SDS and extract useful information to improve the decision-making. The architecture has been evaluated by enabling a port authority and a container terminal to share its data with a shipping company. As a result, several Key Performance Indicators (KPIs) have been developed by using the Big Data architecture functionalities. The KPIs have been shown in a dashboard to allow easy interpretability of results for planning vessel operations. The SDS environment may improve the communication between stakeholders by reducing the transaction costs, enhancing the quality of information, and exhibiting effectiveness.",2020,21693536
129,10.1109/ACCESS.2019.2930004,FREQUENT PATTERN MINING ON TIME AND LOCATION AWARE AIR QUALITY DATA,"With the advent of big data era, enormous volumes of data are generated every second. Varied data processing algorithms and architectures have been proposed in the past to achieve better execution of data mining algorithms. One such algorithm is extracting most frequently occurring patterns from the transactional database. Dependency of transactions on time and location further makes frequent itemset mining task more complex. The present work targets to identify and extract the frequent patterns from such time and location-aware transactional data. Primarily, the spatio-temporal dependency of air quality data is leveraged to find out frequently co-occurring pollutants over several locations of Delhi, the capital city of India. Varied approaches have been proposed in the past to extract frequent patterns efficiently, but this work suggests a generalized approach that can be applied to any numeric spatio-temporal transactional data, including air quality data. Furthermore, a comprehensive description of the algorithm along with a sample running example on air quality dataset is shown in this work. A detailed experimental evaluation is carried out on the synthetically generated datasets, benchmark datasets, and real world datasets. Furthermore, a comparison with spatio-temporal apriori as well as the other state-of-the-art non-apriori-based algorithms is shown. Results suggest that the proposed algorithm outperformed the existing approaches in terms of execution time of algorithm and memory resources.",2019,21693536
130,10.1109/ICITBS.2018.00091,RESEARCH ON APPLICATION OF DATA MINING IN VIRTUAL COMMUNITY OF FOREIGN LANGUAGE LEARNING,"The construction of virtual community in foreign language learning is a comprehensive foreign language learning environment integrated with foreign language vocabulary database construction and vocabulary retrieval, combining the virtual reality technology to construct the language environment of foreign language learning. The virtual community of foreign language learning can improve the sense of language authenticity in foreign language learning and improve the quality of foreign language teaching. A method of building a virtual community for foreign language learning is proposed based on data mining technology, data acquisition and feature preprocessing model for building semantic vocabulary of foreign language learning is constructed, the linguistic environment characteristics of the semantic vocabulary data of foreign language learning is analyzed, and the semantic noumenon structure model is obtained. Fuzzy clustering method is used for vocabulary clustering and comprehensive retrieval in the virtual community of foreign language learning, the performance of vocabulary classification in foreign language learning is improved, the adaptive semantic information fusion method is used to realize the vocabulary data mining in the virtual community of foreign language learning, information retrieval and access scheduling for virtual communities in foreign language learning are realized based on data mining results. The simulation results show that the accuracy of foreign language vocabulary retrieval is good, improve the efficiency of foreign language learning.",2018,
