,sourceid,title_csv,type,issn,sjr,sjr best quartile,h index,total docs. (2020),total docs. (3years),total refs.,total cites (3years),citable docs. (3years),cites / doc. (2years),ref. / doc.,country,region,publisher,coverage,categories,total cites,journal impact factor,eigenfactor score,abstract,doi,year,author,title_bib,type_publication
1157,21100374601,IEEE ACCESS,journal,21693536,"0,587",Q1,127,18036,24267,771081,116691,24200,"4,48","42,75",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2020,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),"105,968",3.367,0.15396,"A rise in the population has immensely increased the pressure on the agriculture sector. With the advent of technology, this decade is witnessing a shift from conventional approaches to the most advanced ones. The Internet of Things (IoT) has transformed both the quality and quantity of the agriculture sector. Hybridization of species along with the real-time monitoring of the farms paved a way for resource optimization. Scientists, research institutions, academicians, and most nations across the globe are moving towards the practice and execution of collaborative projects to explore the horizon of this field for serving mankind. The tech industry is racing to provide more optimal solutions. Inclusion of IoT, along with cloud computing, big data analytics, and wireless sensor networks can provide sufficient scope to predict, process, and analyze the situations and improve the activities in the real-time scenario. The concept of heterogeneity and interoperability of the devices by providing flexible, scalable, and durable methods, models are also opening new domains in this field. Therefore, this paper contributes towards the recent IoT technologies in the agriculture sector, along with the development of hardware and software systems. The public and private sector projects and startup's started all over the globe to provide smart and sustainable solutions in precision agriculture are also discussed. The current scenario, applications, research potential, limitations, and future aspects are briefly discussed. Based on the concepts of IoT a precision farming framework is also proposed in this article.",10.1109/ACCESS.2020.3009298,2020,,RECENT DEVELOPMENTS OF THE INTERNET OF THINGS IN AGRICULTURE: A SURVEY,
1158,21100374601,IEEE ACCESS,journal,21693536,"0,587",Q1,127,18036,24267,771081,116691,24200,"4,48","42,75",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2020,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),"105,968",3.367,0.15396,"Several causes make brain cancer identification a challenging task for neurosurgeons during the surgical procedure. The surgeons' naked eye sometimes is not enough to accurately delineate the brain tumor location and extension due to its diffuse nature that infiltrates in the surrounding healthy tissue. For this reason, a support system that provides accurate cancer delimitation is essential in order to improve the surgery outcomes and hence the patient's quality of life. The brain cancer detection system developed as part of the “HypErspectraL Imaging Cancer Detection” (HELICoiD) European project meets this requirement exploiting a non-invasive technique suitable for medical diagnosis: the hyperspectral imaging (HSI). A crucial constraint that this system has to satisfy is providing a real-time response in order to not prolong the surgery. The large amount of data that characterizes the hyperspectral images, and the complex elaborations performed by the classification system make the High Performance Computing (HPC) systems essential to provide real-time processing. The most efficient implementation developed in this work, which exploits the Graphic Processing Unit (GPU) technology, is able to classify the biggest image of the database (worst case) in less than three seconds, largely satisfying the real-time constraint set to 1 minute for surgical procedures, becoming a potential solution to implement hyperspectral video processing in the near future.",10.1109/ACCESS.2020.2963939,2020,,TOWARDS REAL-TIME COMPUTING OF INTRAOPERATIVE HYPERSPECTRAL IMAGING FOR BRAIN CANCER DETECTION USING MULTI-GPU PLATFORMS,
1159,21100374601,IEEE ACCESS,journal,21693536,"0,587",Q1,127,18036,24267,771081,116691,24200,"4,48","42,75",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2020,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),"105,968",3.367,0.15396,"One of the biggest challenges hindering a table tennis robot to play as well as a professional player is the ball’s accurate motion control, which depends on various factors such as the incoming ball’s position, linear, spin velocity and so forth. Unfortunately, some factors are almost impossible to be directly measured in real practice, such as the ball’s spin velocity, which is difficult to be estimated from vision due to the little texture on the ball’s surface. To perform accurate motion control in table tennis, this study proposes to learn a ball stroke strategy to guarantee desirable “target landing location” and the “over-net height” which are two key indicators to evaluate the quality of a stroke. To overcome the spin velocity challenge, a deep reinforcement learning (DRL) based stroke approach is developed with the spin velocity estimation capability, through which the system can predict the relative spin velocity of the ball and stroke it back accurately by iteratively learning from the robot-environment interactions. To pre-train the DRL-based strategy effectively, this paper develops a virtual table tennis playing environment, through which various simulated data can be collected. For the real table tennis robot implementation, experimental results demonstrate the superior performance of the proposed control strategy compared to that of the traditional aerodynamics-based method with an average landing error around 80mm and the landing-within-table probability higher than 70%.",10.1109/ACCESS.2021.3093340,2021,,BALL MOTION CONTROL IN THE TABLE TENNIS ROBOT SYSTEM USING TIME-SERIES DEEP REINFORCEMENT LEARNING,
1160,21100374601,IEEE ACCESS,journal,21693536,"0,587",Q1,127,18036,24267,771081,116691,24200,"4,48","42,75",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2020,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),"105,968",3.367,0.15396,"Insomnia is a common sleep disorder in which patients cannot sleep properly. Accurate detection of insomnia disorder is a crucial step for mental disease analysis in the early stages. The disruption in getting quality sleep is one of the big sources of cardiovascular syndromes such as blood pressure and stroke. The traditional insomnia detection methods are time-consuming, cumbersome, and more expensive because they demand a long time from a trained neurophysiologist, and they are prone to human error, hence, the accuracy of diagnosis gets compromised. Therefore, the automatic insomnia diagnosis from the electrocardiogram (ECG) records is vital for timely detection and cure. In this paper, a novel hybrid artificial intelligence (AI) approach is proposed based on the power spectral density (PSD) of the heart rate variability (HRV) to detect insomnia in three classification scenarios: (1) subject-based classification scenario (normal Vs. insomnia), (2) sleep stage-based classification (REM Vs. W. stage), and (3) the combined classification scenario using both subject-based and sleep stage-based deep features. The ensemble learning of random forest (RF) and decision tree (DT) classifiers are used to perform the first and second classification scenarios, while the linear discriminant analysis (LDA) classifier is used to perform the third combined scenario. The proposed framework includes data collection, investigation of the ECG signals, extraction of the signal HRV, estimation of the PSD, and AI-based classification via hybrid machine learning classifiers. The proposed framework is fine-tuned and evaluated using the free public PhysioNet dataset over fivefold trails cross-validation. For the subject-based classification scenario, the detection performance in terms of sensitivity, specificity, and accuracy is recorded to be 96.0%, 94.0%, and 96.0%, respectively. For the sleep stage-based classification scenario, the detection evaluation results are recorded equally with 96.0% for ceiling level accuracy, sensitivity, and specificity. For the combined classification scenario, the LDA classifier has achieved the best insomnia detection accuracy with 99.0%. In the future, the proposed hybrid AI approach could be applicable for mobile observation schemes to automatically detect insomnia disorders.",10.1109/ACCESS.2022.3212120,2022,,ENSEMBLE COMPUTATIONAL INTELLIGENT FOR INSOMNIA SLEEP STAGE DETECTION VIA THE SLEEP ECG SIGNAL,
1161,21100374601,IEEE ACCESS,journal,21693536,"0,587",Q1,127,18036,24267,771081,116691,24200,"4,48","42,75",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2020,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),"105,968",3.367,0.15396,"For task-scheduling problems in cloud computing, a multi-objective optimization method is proposed here. First, with an aim toward the biodiversity of resources and tasks in cloud computing, we propose a resource cost model that defines the demand of tasks on resources with more details. This model reflects the relationship between the user's resource costs and the budget costs. A multi-objective optimization scheduling method has been proposed based on this resource cost model. This method considers the makespan and the user's budget costs as constraints of the optimization problem, achieving multi-objective optimization of both performance and cost. An improved ant colony algorithm has been proposed to solve this problem. Two constraint functions were used to evaluate and provide feedback regarding the performance and budget cost. These two constraint functions made the algorithm adjust the quality of the solution in a timely manner based on feedback in order to achieve the optimal solution. Some simulation experiments were designed to evaluate this method's performance using four metrics: 1) the makespan; 2) cost; 3) deadline violation rate; and 4) resource utilization. Experimental results show that based on these four metrics, a multi-objective optimization method is better than other similar methods, especially as it increased 56.6% in the best case scenario.",10.1109/ACCESS.2015.2508940,2015,,A MULTI-OBJECTIVE OPTIMIZATION SCHEDULING METHOD BASED ON THE ANT COLONY ALGORITHM IN CLOUD COMPUTING,
1162,21100374601,IEEE ACCESS,journal,21693536,"0,587",Q1,127,18036,24267,771081,116691,24200,"4,48","42,75",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2020,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),"105,968",3.367,0.15396,"Nowadays, there is an increasing demand for images with high definition and fine textures, but images captured in natural scenes usually suffer from complicated blurry artifacts, caused mostly by object motion or camera shaking. Since these annoying artifacts greatly decrease image visual quality, deblurring algorithms have been proposed from various aspects. However, most energy-optimization-based algorithms rely heavily on blur kernel priors, and some learning-based methods either adopt pixel-wise loss function or ignore global structural information. Therefore, we propose an image deblurring algorithm based on a recurrent conditional generative adversarial network (RCGAN), in which the scale-recurrent generator extracts sequence spatio–temporal features and reconstructs sharp images in a coarse-to-fine scheme. To thoroughly evaluate the global and local generator performance, we further propose a receptive field recurrent discriminator. Besides, the discriminator takes blurry images as conditions, which helps to differentiate reconstructed images from real sharp ones. Last but not least, since the gradients are vanishing when training the generator with the output of the discriminator, a progressive loss function is proposed to enhance the gradients in back propagation and to take full advantage of discriminative features. Extensive experiments prove the superiority of RCGAN over state-of-the-art algorithms both qualitatively and quantitatively.",10.1109/ACCESS.2018.2888885,2019,,RECURRENT CONDITIONAL GENERATIVE ADVERSARIAL NETWORK FOR IMAGE DEBLURRING,
1163,21100374601,IEEE ACCESS,journal,21693536,"0,587",Q1,127,18036,24267,771081,116691,24200,"4,48","42,75",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2020,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),"105,968",3.367,0.15396,"The maximum edge weighted clique problem (MEWCP), an extension of the classical maximum clique problem, is an important NP-hard combinatorial optimization problem. The problem has been widely used in various areas. The objective of this paper is to design an efficient local search algorithm to solve the MEWCP. First, the proposed scoring strategy is used to evaluate the benefit of adding and swapping operators. Second, the vertex weighting strategy is used to increase the diversity of solutions and the configuration checking strategy is used to avoid the cycling problem. By combining these three strategies, we propose multiple rules to select the added vertex or the swapped vertex pair. Based on the multiple rules, an efficient local search algorithm, namely, local search based on multiple rules (LSMR), is proposed. LSMR is compared with several representative algorithms on massive graph instances. The experimental results indicate that LSMR is superior to competitors in terms of solution quality and computational efficiency in most instances.",10.1109/ACCESS.2018.2799953,2018,,AN EFFICIENT LOCAL SEARCH FOR THE MAXIMUM EDGE WEIGHTED CLIQUE PROBLEM,
1164,21100374601,IEEE ACCESS,journal,21693536,"0,587",Q1,127,18036,24267,771081,116691,24200,"4,48","42,75",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2020,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),"105,968",3.367,0.15396,"Identifying shoe-print impressions in the scene of crime (SoC) from database images is a challenging problem in forensic science due to the complicated impressing surface, the partial absence of on-site impressions, and the huge domain gap between the query and the gallery images. The existing approaches pay much attention to feature extraction while ignoring its distinctive characteristics. In this paper, we propose a novel multi-part weighted convolutional neural network (MP-CNN) for shoe-print image retrieval. Specifically, the proposed CNN model processes images in three steps: 1) dividing the input images vertically into two parts and extracting sub-features by a parameter-shared network individually; 2) calculating the importance weight matrix of the sub-features based on the informative pixels they contained and concatenating them as the final feature, and; 3) using the triplet loss function to measure the similarity between the query and the gallery images. In addition to the proposed network, we adopt an effective strategy to enhance the quality of the images and to reduce the domain gap using the U-Net structure. The experimental evaluations demonstrate that our proposed method significantly outperforms other fine-grained cross-domain methods on SPID dataset and obtains comparative results with the state-of-the-art shoe-print retrieval methods on FID300 dataset.",10.1109/ACCESS.2019.2914455,2019,,SHOE-PRINT IMAGE RETRIEVAL WITH MULTI-PART WEIGHTED CNN,
1165,21100374601,IEEE ACCESS,journal,21693536,"0,587",Q1,127,18036,24267,771081,116691,24200,"4,48","42,75",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2020,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),"105,968",3.367,0.15396,"Aiming at the shortages of basic flower pollination algorithm (FPA) with slow convergence speed, low search precision, and easy to fall into local optimum, a new adaptive FPA based on opposition-based learning and t-distribution (OTAFPA) was proposed and be applied to the social networks. First, the opposition-based learning strategy is utilized to increase the diversity and quality of the initial population. Then, the adaptive dynamic switching probability is introduced, which can effectively balance the global and local search according to the current number of iterations. Finally, the t-distribution variation is used to increase the population diversity and to help the algorithm jump out of the local optimum. The simulation experiments on eight classical test functions show that OTAFPA has better global optimization ability, which improves the convergence speed and the solution accuracy of the algorithm. The OTAFPA also shows superior performance in practical applications of user identification across social networks.",10.1109/ACCESS.2018.2889801,2019,,IMPROVED FLOWER POLLINATION ALGORITHM AND ITS APPLICATION IN USER IDENTIFICATION ACROSS SOCIAL NETWORKS,
1166,21100374601,IEEE ACCESS,journal,21693536,"0,587",Q1,127,18036,24267,771081,116691,24200,"4,48","42,75",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2020,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),"105,968",3.367,0.15396,"The influential factors of green logistics development have been an important research topic for academics. However, little attention has been devoted to studying the issue of the prioritization and the hierarchical structure of these factors. The purpose of this study is to identify the key factors influencing the development of green logistics, and to explore the prioritization and the hierarchical structure of the influential factors. An indicator system for influential factors of green logistics development is first developed based on the theory of triple bottom line, including sixteen indicators or factors. The comprehensive influences and the prioritization of these sixteen factors are then analyzed using the DEMATEL method and the multi-level hierarchical structure of these factors is constructed by applying the ISM method. The results indicate that government policies, public supports, laws and regulations, green education, green technology innovations, consumer green demands, quantity and quality of green logistics talents are more influential than the other factors. Social factors including laws and regulations and government policies, public supports and green education are the underlying factors affecting the development of green logistics. Economic factors are at the middle levels and environmental factors are at the surface-level of the hierarchical structure. Recommendations are finally given to governmental agencies and business firms. These findings will be beneficial to promoting the sustainable development of green logistics.",10.1109/ACCESS.2020.3008443,2020,,GREEN LOGISTICS DEVELOPMENT DECISION-MAKING: FACTOR IDENTIFICATION AND HIERARCHICAL FRAMEWORK CONSTRUCTION,
1167,21100374601,IEEE ACCESS,journal,21693536,"0,587",Q1,127,18036,24267,771081,116691,24200,"4,48","42,75",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2020,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),"105,968",3.367,0.15396,"In actual distribution process, the traffic flow varies with time, and each consumer has multiple fuzzy windows. To minimize the total distribution cost and mean consumer dissatisfaction, this paper sets up a vehicle routing problem (VRP) model with multiple fuzzy time windows, based on time-varying traffic flow. In addition, the Ito algorithm was improved based on time-varying traffic flow. The model and algorithm were verified through example simulation, in comparison with ant colony optimization (ACO). During the simulation, the improved Ito algorithm effectively reduced the distribution cost and consumer dissatisfaction, and outperformed the ACO in solving efficiency and solution quality. The results fully demonstrate the feasibility and effectiveness of the proposed algorithm. The research findings provide a desirable solution to VRPs with multiple fuzzy windows and time-varying traffic flow in the real world.",10.1109/ACCESS.2020.2974774,2020,,A VEHICLE ROUTING PROBLEM MODEL WITH MULTIPLE FUZZY WINDOWS BASED ON TIME-VARYING TRAFFIC FLOW,
1168,21100374601,IEEE ACCESS,journal,21693536,"0,587",Q1,127,18036,24267,771081,116691,24200,"4,48","42,75",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2020,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),"105,968",3.367,0.15396,"In order to support the process of scheduling a hybrid cyclic timetable, this paper is devoted to inserting additional non-cyclic train paths into existing cyclic timetable. The adding train paths problem is an integration of timetable scheduling and rescheduling problem. The train dispatcher can not only modify the given timetable to manage the interruptions in existing operations, but also establish schedules for additional trains. A multi-objective model minimizing both the travel time of additional trains and the variation of existing trains is proposed in this paper. In addition, we consider both general constraints and some additional practical constraints, such as the overtaking priority constraint, reasonable adjustment of initial schedules and the scheduled connections. This problem is very difficult and must be solved in practice. A heuristic algorithm is introduced to find high-quality solutions for large-scale cases within reasonable computing time. Based on high-speed railway line in China, the case studies illustrate the methodology and compare the performance of trains. Numerical experiments indicate that the proposed solution approach to the adding train paths problem is promising.",10.1109/ACCESS.2020.2997777,2020,,SCHEDULING EXTRA TRAIN PATHS INTO CYCLIC TIMETABLE BASED ON THE GENETIC ALGORITHM,
1169,21100374601,IEEE ACCESS,journal,21693536,"0,587",Q1,127,18036,24267,771081,116691,24200,"4,48","42,75",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2020,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),"105,968",3.367,0.15396,"In the above-named article, the funding information was incorrect. In addition, there was an error in the author affiliation that is corrected here.",10.1109/ACCESS.2020.2980179,2020,,CORRECTION TO “FREQUENCY SEPARATION NETWORK FOR IMAGE SUPER-RESOLUTION”,
1170,21100374601,IEEE ACCESS,journal,21693536,"0,587",Q1,127,18036,24267,771081,116691,24200,"4,48","42,75",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2020,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),"105,968",3.367,0.15396,"Data mining has actively contributed to solving many real-world problems with a variety of techniques. Traditional approaches in this field are classification, clustering and regression. During the last few years a number of chal-lenges have emerged, such as imbalanced data, multi-label and multi-instance problems, low quality and/or noisy data or semi-supervised learning, among others [item 1) in the Appendix]. When these non-standard scenarios are encountered in the realm of big data, it remains an uncharted research territory, although a growing effort has been made to break the limits. The current trend is to address the classical and newly emerging data mining problems in big data and knowledge processing. Granular computing provides a powerful tool for multiple granularity and multiple-view data analysis at differ-ent granularity levels, which has demonstrated strong capabil-ities and advantages in intelligent data analysis, pattern recog-nition, machine learning and uncertain reasoning [item 2) inthe Appendix]. Big data often contains a significant amount of unstructured, uncertain and imprecise data. There are new challenges regarding the scalability of granular computing when addressing very big data sets [item 3) in the Appendix]. Big data mining relies on distributed computational strate-gies; it is often impossible to store and process data on one single computing node. The exploration of data mining and granular computing in big data and knowledge processing is an emerging field which crosses multiple research disciplines and industry domains, including transportation, communications, social network, medical health, and so on.",10.1109/ACCESS.2019.2908776,2019,,IEEE ACCESS SPECIAL SECTION EDITORIAL: DATA MINING AND GRANULAR COMPUTING IN BIG DATA AND KNOWLEDGE PROCESSING,
1171,21100374601,IEEE ACCESS,journal,21693536,"0,587",Q1,127,18036,24267,771081,116691,24200,"4,48","42,75",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2020,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),"105,968",3.367,0.15396,"With the explosion of big data technology, healthcare data is continuously and rapidly growing, with abundant and various values. There are wide varieties of data and heterogeneous healthcare data (images, text, video, raw sensor data, etc.) that are generated and required to be effectively stored, processed, queried, indexed and analyzed. These datasets differ widely in their volume, variety, velocity and value, including patient-oriented data such as electronic medical records (EMR), public-oriented data such as public health data, and knowledge-oriented data such as drug-to-drug, drug-to-disease, and disease-to-disease interaction registries. Big data in healthcare brings great challenges but plays an important role in healthcare transformation. The traditional techniques do not compromise end-users’ Quality of Service (QoS) in terms of data availability, data response delay, etc. It is urgent to develop software tools and techniques that support rapid query processing and speed-up data analytics, which provide awareness and knowledge in real-time.",10.1109/ACCESS.2018.2870417,2018,,IEEE ACCESS SPECIAL SECTION EDITORIAL: HEALTHCARE BIG DATA,
1172,21100374601,IEEE ACCESS,journal,21693536,"0,587",Q1,127,18036,24267,771081,116691,24200,"4,48","42,75",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2020,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),"105,968",3.367,0.15396,"With growing attention from both academia and industry, Industrial Internet of Things (IIoT), comprised of a multitude of connected devices, is supposed to monitor, collect, exchange, analyze, and instantly act on information to intelligently change the industrial device’s behavior or the industrial environment (e.g., autonomous reaction to unexpected changes in production by effectively detecting failures and triggering maintenance processes). Toward this goal, the convergence of sensor networks, cloud computing, and big data in IIoT is recently identified as an essential component. Specifically, to capture various data in IIoT, sensor networks are deployed. Meanwhile, to store and process data powerfully in IIoT, cloud computing platforms are developed. Moreover, to glean valuable findings from the massive data in IIoT, big data analytics tools are utilized. However, to integrate sensor networks, cloud computing, and big data in IIoT in a robust way, there are a lot of tough issues to be solved with respect to various aspects (e.g., framework, greenness, security, quality of service, etc.).",10.1109/ACCESS.2020.3037614,2020,,"IEEE ACCESS SPECIAL SECTION EDITORIAL: CONVERGENCE OF SENSOR NETWORKS, CLOUD COMPUTING, AND BIG DATA IN INDUSTRIAL INTERNET OF THINGS",
1173,21100374601,IEEE ACCESS,journal,21693536,"0,587",Q1,127,18036,24267,771081,116691,24200,"4,48","42,75",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2020,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),"105,968",3.367,0.15396,"Social networks have become one of the most popular platforms for people to communicate and interact with their friends and share personal information and experiences (e.g., Facebook owns over 1.23 billion monthly active users). The increasing popularity of social networks has generated extremely large-scale user data (e.g., Twitter generates 500 million tweets per day and around 200 billion tweets per year). These data can help improve people’s quality of life as well as benefit various interest groups such as advertisers, application developers, and so on. However, privacy may be compromised if learning algorithms are used to infer unpublished privacy information from published data. Hence, user data privacy preservation has become one of the most urgent research issues in social networks.",10.1109/ACCESS.2020.3036101,2022,,IEEE ACCESS SPECIAL SECTION: PRIVACY PRESERVATION FOR LARGE-SCALE USER DATA IN SOCIAL NETWORKS,
1174,21100374601,IEEE ACCESS,journal,21693536,"0,587",Q1,127,18036,24267,771081,116691,24200,"4,48","42,75",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2020,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),"105,968",3.367,0.15396,"The proliferation of the Internet of Things (IoT) has paved the way for the future of smart cities. The large volume of data over the IoT can enable decision-making for various applications such as smart transportation, smart parking, and smart lighting. The key to the success of smart cities is data collection and aggregation over the IoT. Recently, crowdsensing has become a new data collection paradigm over the IoT, which can realize large-scale and fine-grained data collection with low cost for various applications. For example, we can leverage the power of the crowd to build a real-time noise map with microphones on smartphones. Despite the advantages of crowdsensing and the IoT, there are many challenges to utilize crowdsensing over the IoT for smart cities, such as how to allocate tasks to appropriate users to provide high-quality sensing data, how to incentivize users to participate in crowdsourcing, how to detect the reliability of the crowdsourced data, and how to protect the privacy of users.",10.1109/ACCESS.2021.3106756,2021,,IEEE ACCESS SPECIAL SECTION EDITORIAL: TOWARD SMART CITIES WITH IOT BASED ON CROWDSENSING,
1175,21100374601,IEEE ACCESS,journal,21693536,"0,587",Q1,127,18036,24267,771081,116691,24200,"4,48","42,75",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2020,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),"105,968",3.367,0.15396,"We live in a world with growing disparity in the quality of life available to people in the developed and developing countries. Healthcare in the developing world is fraught with numerous problems such as the lack of health infrastructure, and human resources, which results in very limited health coverage. The field of health informatics has made great strides in recent years towards improving public health systems in the developing world by augmenting them with state-of-the-art information and communication technologies (ICT). Through real-world deployment of these technologies, there is real hope that the health industry in the developing world will progress from its current, largely dysfunctional state to one that is more effective, personalized, and cost effective. Health informatics can usher a new era of personalized health analytics, with the potential to transform healthcare in the developing world. In conjunction with mHealth and eHealth, many other important health informatics trends—such as artificial intelligence (AI), machine learning (ML), big data, crowdsourcing, cloud computing—are also emerging. Exponentially growing heterogeneous data, with the help of big data analytics, has the potential to provide descriptive, predictive, and prescriptive health insights as well as enable new applications such as telemedicine and remote diagnostics and surgery. Such systems could enhance the overall process of monitoring, diagnosis, and prognosis of diseases.",10.1109/ACCESS.2017.2783118,2017,,IEEE ACCESS SPECIAL SECTION EDITORIAL: HEALTH INFORMATICS FOR THE DEVELOPING WORLD,
1176,21100374601,IEEE ACCESS,journal,21693536,"0,587",Q1,127,18036,24267,771081,116691,24200,"4,48","42,75",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2020,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),"105,968",3.367,0.15396,"With the advances of technologies in Micro-electro-mechanics (MEMS) and wireless communications, it has become feasible to deploy a large-scale wireless sensor network (WSN) with thousands of tiny and inexpensive sensor nodes scattered over a vast field so that information of interest can be obtained, processed, transmitted, and fused automatically via node collaboration and sensing. With the help of cloud computing, Internet of Things (IoTs), device to device (D2D) communications, and big data, cooperative and intelligent sensing will bridge the gap of ubiquitous sensing, intelligent computing, cooperative communication, and mass data management technologies to create novel solutions that improve the urban environment, human life quality, and smart city systems.",10.1109/ACCESS.2017.2783139,2017,,A SPECIAL SECTION IN IEEE ACCESS: COOPERATIVE AND INTELLIGENT SENSING,
1177,21100374601,IEEE ACCESS,journal,21693536,"0,587",Q1,127,18036,24267,771081,116691,24200,"4,48","42,75",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2020,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),"105,968",3.367,0.15396,"Urban computing utilizes unobtrusive and ubiquitous sensing technologies, advanced data management and analytics models, and novel visualization methods to create win-win-win solutions which intelligently improve people’s lives, urban environments, and city operation systems. With the help of cloud computing, the Internet of Things, device-to-device (D2D) communication, artificial intelligence (AI), big data, and urban computing and intelligence will bridge the gap of ubiquitous sensing, intelligent computing, cooperative communication, and mass data management technologies, to create novel solutions that improve urban environments, human life quality, and smart city systems. Thus, urban computing and intelligence has recently attracted significant attention from industry and academia for building smart cities.",10.1109/ACCESS.2021.3111669,2021,,IEEE ACCESS SPECIAL SECTION EDITORIAL: URBAN COMPUTING AND INTELLIGENCE,
1178,21100374601,IEEE ACCESS,journal,21693536,"0,587",Q1,127,18036,24267,771081,116691,24200,"4,48","42,75",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2020,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),"105,968",3.367,0.15396,"Industry 4.0, also known as the fourth industrial revolution, is an area that many scientists and manufacturers are pursuing. Industry 4.0 consists of many topics such as the Internet of things (IoT), big data, cloud computing, smart manufacturing, and so on. Smart manufacturing is a crucial and valuable topic which aims at developing advanced techniques to improve the quality and costs of manufacturing. Through sensors, networks, and high-performance computers, powerful algorithms for smart manufacturing can be developed and implemented. Thanks to an innovative variety of sensors, reliable, and high-resolution information can be collected and utilized. Networks allow signals to be exchanged quickly between sensors, machines, and computers. Artificial intelligence (AI) requires huge computation power. Modern computers provide graphic cards with parallel computing, breaking this restriction. Algorithms related to smart manufacturing will be more complicated than before. As a result, this Special Section aims to speed up the development of smart manufacturing, attract the attention of communities, and disseminate novel research.",10.1109/ACCESS.2021.3106717,2021,,IEEE ACCESS SPECIAL SECTION EDITORIAL: ADVANCED ARTIFICIAL INTELLIGENCE TECHNOLOGIES FOR SMART MANUFACTURING,
