,sourceid,title_x,type,issn,sjr,sjr best quartile,h index,total docs. (2020),total docs. (3years),total refs.,total cites (3years),citable docs. (3years),cites / doc. (2years),ref. / doc.,country,region,publisher,coverage,categories,campo_join,title_y,total cites,journal impact factor,eigenfactor score,abstract,doi,year,author,title,type_publication
438,19309,JOURNAL OF SYSTEMS AND SOFTWARE,journal,01641212,"0,642",Q1,109,183,619,11845,3058,590,"4,94","64,73",United States,Northern America,Elsevier Inc.,"1979, 1981-2021",Hardware and Architecture (Q1); Information Systems (Q2); Software (Q2),JOURNAL OF SYSTEMS AND SOFTWARE,JOURNAL OF SYSTEMS AND SOFTWARE,"6,579",2.829,0.00727,"The most successful organizations in the world are data-driven businesses. Data is at the core of the business of many organizations as one of the most important assets, since the decisions they make cannot be better than the data on which they are based. Due to this reason, organizations need to be able to trust their data. One important activity that helps to achieve data reliability is the evaluation and certification of the quality level of organizational data repositories. This paper describes the results of the application of a data quality evaluation and certification process to the repositories of three European organizations belonging to different sectors. We present findings from the point of view of both the data quality evaluation team and the organizations that underwent the evaluation process. In this respect, several benefits have been explicitly recognized by the involved organizations after achieving the data quality certification for their repositories (e.g., long-term organizational sustainability better internal knowledge of data, and a more efficient management of data quality). As a result of this experience, we have also identified a set of best practices aimed to enhance the data quality evaluation process.",https://doi.org/10.1016/j.jss.2021.110938,2021,Fernando Gualo and Moisés Rodriguez and Javier Verdugo and Ismael Caballero and Mario Piattini,DATA QUALITY CERTIFICATION USING ISO/IEC 25012: INDUSTRIAL EXPERIENCES,article
439,19309,JOURNAL OF SYSTEMS AND SOFTWARE,journal,01641212,"0,642",Q1,109,183,619,11845,3058,590,"4,94","64,73",United States,Northern America,Elsevier Inc.,"1979, 1981-2021",Hardware and Architecture (Q1); Information Systems (Q2); Software (Q2),JOURNAL OF SYSTEMS AND SOFTWARE,JOURNAL OF SYSTEMS AND SOFTWARE,"6,579",2.829,0.00727,"Apache Spark is one of the most popular big data frameworks that abstract the underlying distributed computation details. However, even though Spark provides various abstractions, developers may still encounter challenges related to the peculiarity of distributed computation and environment. To understand the challenges that developers encounter, and provide insight for future studies, in this paper, we conduct an empirical study on the questions that developers encounter. We manually analyze 1,000 randomly selected questions that we collected from Stack Overflow. We find that: 1) questions related to data processing (e.g., transforming data format) are the most common among the 11 types of questions that we uncovered. 2) Even though data processing questions are the most common ones, they require the least amount of time to receive an answer. Questions related to configuration and performance require the most time to receive an answer. 3) Most of the issues are caused by developers’ insufficient knowledge in API usages, data conversation across frameworks, and environment-related configurations. We also discuss the implication of our findings for researchers and practitioners. In summary, our work provides insights for future research directions and highlight the need for more software engineering research in this area.",https://doi.org/10.1016/j.jss.2022.111488,2022,Zehao Wang and Tse-Hsun (Peter) Chen and Haoxiang Zhang and Shaowei Wang,AN EMPIRICAL STUDY ON THE CHALLENGES THAT DEVELOPERS ENCOUNTER WHEN DEVELOPING APACHE SPARK APPLICATIONS,article
440,19309,JOURNAL OF SYSTEMS AND SOFTWARE,journal,01641212,"0,642",Q1,109,183,619,11845,3058,590,"4,94","64,73",United States,Northern America,Elsevier Inc.,"1979, 1981-2021",Hardware and Architecture (Q1); Information Systems (Q2); Software (Q2),JOURNAL OF SYSTEMS AND SOFTWARE,JOURNAL OF SYSTEMS AND SOFTWARE,"6,579",2.829,0.00727,"In this paper we present a collection of ontologies specifically designed to model the information exchange needs of combined software and data engineering. Effective, collaborative integration of software and big data engineering for Web-scale systems, is now a crucial technical and economic challenge. This requires new combined data and software engineering processes and tools. Our proposed models have been deployed to enable: tool-chain integration, such as the exchange of data quality reports; cross-domain communication, such as interlinked data and software unit testing; mediation of the system design process through the capture of design intents and as a source of context for model-driven software engineering processes. These ontologies are deployed in web-scale, data-intensive, system development environments in both the commercial and academic domains. We exemplify the usage of the suite on case-studies emerging from two complex collaborative software and data engineering scenarios: one from the legal sector and the other from the Social sciences and Humanities domain.",https://doi.org/10.1016/j.jss.2018.12.017,2019,Monika Solanki and Bojan Božić and Christian Dirschl and Rob Brennan,TOWARDS A KNOWLEDGE DRIVEN FRAMEWORK FOR BRIDGING THE GAP BETWEEN SOFTWARE AND DATA ENGINEERING,article
441,25621,JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,journal,"07437315, 10960848","0,638",Q1,87,169,592,7166,2473,568,"4,72","42,40",United States,Northern America,Academic Press Inc.,1984-2021,Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Artificial Intelligence (Q2); Software (Q2); Theoretical Computer Science (Q2),JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,"4,371",3.734,0.00477,"In the big data era, large amounts of data are under generation and accumulation in various industries. However, users usually feel hindered by the data quality issues when extracting values from the big data. Thus, data quality issues are gaining more and more attention from data quality management analysts. Cutting-edge solutions like data ETL, data cleaning, and data quality monitoring systems have many deficiencies in capability and efficiency, making it difficult to cope with complicated situations on big data. These problems inspire us to build SparkDQ, a generic distributed data quality management model and framework that provides a series of data quality detection and repair interfaces. Users can quickly build custom tasks of data quality computing for various needs by utilizing these interfaces. In addition, SparkDQ implements a set of algorithms that in a parallel manner with optimizations. These algorithms aim at various data quality goals. We also propose several system-level optimizations, including the job-level optimization with multi-task execution scheduling and the data-level optimization with data state caching. The experimental evaluation shows that the proposed distributed algorithms in SparkDQ run up to 12 times faster compared to the corresponding stand-alone serial and multi-thread algorithms. Compared with the cutting-edge distributed data quality solution Apache Griffin, SparkDQ has more features, and its execution time is only around half of Apache Griffin on average. SparkDQ achieves near-linear data and node scalability.",https://doi.org/10.1016/j.jpdc.2021.05.012,2021,Rong Gu and Yang Qi and Tongyu Wu and Zhaokang Wang and Xiaolong Xu and Chunfeng Yuan and Yihua Huang,SPARKDQ: EFFICIENT GENERIC BIG DATA QUALITY MANAGEMENT ON DISTRIBUTED DATA-PARALLEL COMPUTATION,article
442,25621,JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,journal,"07437315, 10960848","0,638",Q1,87,169,592,7166,2473,568,"4,72","42,40",United States,Northern America,Academic Press Inc.,1984-2021,Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Artificial Intelligence (Q2); Software (Q2); Theoretical Computer Science (Q2),JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,"4,371",3.734,0.00477,"One of the major applications of future generation parallel and distributed systems is in big-data analytics. Data repositories for such applications currently exceed exabytes and are rapidly increasing in size. Beyond their sheer magnitude, these datasets and associated applications’ considerations pose significant challenges for method and software development. Datasets are often distributed and their size and privacy considerations warrant distributed techniques. Data often resides on platforms with widely varying computational and network capabilities. Considerations of fault-tolerance, security, and access control are critical in many applications (Dean and Ghemawat, 2004; Apache hadoop). Analysis tasks often have hard deadlines, and data quality is a major concern in yet other applications. For most emerging applications, data-driven models and methods, capable of operating at scale, are as-yet unknown. Even when known methods can be scaled, validation of results is a major issue. Characteristics of hardware platforms and the software stack fundamentally impact data analytics. In this article, we provide an overview of the state-of-the-art and focus on emerging trends to highlight the hardware, software, and application landscape of big-data analytics.",https://doi.org/10.1016/j.jpdc.2014.01.003,2014,Karthik Kambatla and Giorgos Kollias and Vipin Kumar and Ananth Grama,TRENDS IN BIG DATA ANALYTICS,article
443,25621,JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,journal,"07437315, 10960848","0,638",Q1,87,169,592,7166,2473,568,"4,72","42,40",United States,Northern America,Academic Press Inc.,1984-2021,Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Artificial Intelligence (Q2); Software (Q2); Theoretical Computer Science (Q2),JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,"4,371",3.734,0.00477,"Real-time monitoring of cloud resources is crucial for a variety of tasks such as performance analysis, workload management, capacity planning and fault detection. Applications producing big data make the monitoring task very difficult at high sampling frequencies because of high computational and communication overheads in collecting, storing, and managing information. We present an adaptive algorithm for monitoring big data applications that adapts the intervals of sampling and frequency of updates to data characteristics and administrator needs. Adaptivity allows us to limit computational and communication costs and to guarantee high reliability in capturing relevant load changes. Experimental evaluations performed on a large testbed show the ability of the proposed adaptive algorithm to reduce resource utilization and communication overhead of big data monitoring without penalizing the quality of data, and demonstrate our improvements to the state of the art.",https://doi.org/10.1016/j.jpdc.2014.08.007,2015,Mauro Andreolini and Michele Colajanni and Marcello Pietri and Stefania Tosi,"ADAPTIVE, SCALABLE AND RELIABLE MONITORING OF BIG DATA ON CLOUDS",article
444,25621,JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,journal,"07437315, 10960848","0,638",Q1,87,169,592,7166,2473,568,"4,72","42,40",United States,Northern America,Academic Press Inc.,1984-2021,Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Artificial Intelligence (Q2); Software (Q2); Theoretical Computer Science (Q2),JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,"4,371",3.734,0.00477,,https://doi.org/10.1016/j.jpdc.2017.05.020,2017,Xian-He Sun and Marc Frincu and Charalampos Chelmis,SPECIAL ISSUE ON SCALABLE COMPUTING SYSTEMS FOR BIG DATA APPLICATIONS,article
445,25621,JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,journal,"07437315, 10960848","0,638",Q1,87,169,592,7166,2473,568,"4,72","42,40",United States,Northern America,Academic Press Inc.,1984-2021,Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Artificial Intelligence (Q2); Software (Q2); Theoretical Computer Science (Q2),JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,"4,371",3.734,0.00477,"This paper discusses approaches and environments for carrying out analytics on Clouds for Big Data applications. It revolves around four important areas of analytics and Big Data, namely (i) data management and supporting architectures; (ii) model development and scoring; (iii) visualisation and user interaction; and (iv) business models. Through a detailed survey, we identify possible gaps in technology and provide recommendations for the research community on future directions on Cloud-supported Big Data computing and analytics solutions.",https://doi.org/10.1016/j.jpdc.2014.08.003,2015,Marcos D. Assunção and Rodrigo N. Calheiros and Silvia Bianchi and Marco A.S. Netto and Rajkumar Buyya,BIG DATA COMPUTING AND CLOUDS: TRENDS AND FUTURE DIRECTIONS,article
446,25621,JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,journal,"07437315, 10960848","0,638",Q1,87,169,592,7166,2473,568,"4,72","42,40",United States,Northern America,Academic Press Inc.,1984-2021,Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Artificial Intelligence (Q2); Software (Q2); Theoretical Computer Science (Q2),JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,"4,371",3.734,0.00477,"The proliferation of Internet of Things (IoT) has led to the emergence of enabling many interesting applications within the realm of several domains including smart cities. However, the accumulation of data from smart IoT devices poses significant challenges for data storage while there are needs to deliver relevant and high quality services to consumers. In this paper, we propose QDaS, a novel domain agnostic framework as a solution for effective data storage and management of IoT applications. The framework incorporates a novel data summarisation mechanism that uses an innovative data quality estimation technique. This proposed data quality estimation technique computes the quality of data (based on their utility) without requiring any feedback from users of this IoT data or domain awareness of the data. We evaluate the effectiveness of the proposed QDaS framework using real world datasets.",https://doi.org/10.1016/j.jpdc.2018.03.013,2019,Jonathan Liono and Prem Prakash Jayaraman and A.K. Qin and Thuong Nguyen and Flora D. Salim,QDAS: QUALITY DRIVEN DATA SUMMARISATION FOR EFFECTIVE STORAGE MANAGEMENT IN INTERNET OF THINGS,article
447,25621,JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,journal,"07437315, 10960848","0,638",Q1,87,169,592,7166,2473,568,"4,72","42,40",United States,Northern America,Academic Press Inc.,1984-2021,Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Artificial Intelligence (Q2); Software (Q2); Theoretical Computer Science (Q2),JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,"4,371",3.734,0.00477,"Record Linkage (RL) is the task of identifying duplicate entities in a dataset or multiple datasets. In the era of Big Data, this task has gained notorious attention due to the intrinsic quadratic complexity of the problem in relation to the size of the dataset. In practice, this task can be outsourced to a cloud service, and thus, a service customer may be interested in estimating the costs of a record linkage solution before executing it. Since the execution time of a record linkage solution depends on a combination of various algorithms, their respective parameter values and the employed cloud infrastructure, in practice it is hard to perform an a priori estimation of infrastructure costs for executing a record linkage task. Besides estimating customer costs, the estimation of record linkage costs is also important to evaluate whether (or not) the application of a set of RL parameter values will satisfy predefined time and budget restrictions. Aiming to tackle these challenges, we propose a theoretical model for estimating RL costs taking into account the main steps that may influence the execution time of the RL task. We also propose an algorithm, denoted as TBF, for evaluating the feasibility of RL parameter values, given a set of predefined customer restrictions. We evaluate the efficacy of the proposed model combined with regression techniques using record linkage results processed in real distributed environments. Based on the experimental results, we show that the employed regression technique has significant influence over the estimated record linkage costs. Moreover, we conclude that specific regression techniques are more suitable for estimating record linkage costs, depending on the evaluated scenario.",https://doi.org/10.1016/j.jpdc.2020.05.003,2020,Dimas Cassimiro Nascimento and Carlos Eduardo Santos Pires and Tiago Brasileiro Araujo and Demetrio Gomes Mestre,ESTIMATING RECORD LINKAGE COSTS IN DISTRIBUTED ENVIRONMENTS,article
448,20492,ANNALS OF VASCULAR SURGERY,journal,"16155947, 08905096","0,635",Q2,74,844,1561,16904,2242,1527,"1,37","20,03",United States,Northern America,Elsevier Inc.,1986-2020,Cardiology and Cardiovascular Medicine (Q2); Medicine (miscellaneous) (Q2); Surgery (Q2),ANNALS OF VASCULAR SURGERY,ANNALS OF VASCULAR SURGERY,"7,121",1.466,0.00916,,https://doi.org/10.1016/j.avsg.2020.04.022,2020,Fabien Lareyre and Cédric Adam and Marion Carrier and Juliette Raffort,ARTIFICIAL INTELLIGENCE IN VASCULAR SURGERY: MOVING FROM BIG DATA TO SMART DATA,article
449,13681,COMPUTER COMMUNICATIONS,journal,01403664,"0,627",Q1,105,616,599,24961,2424,591,"4,08","40,52",Netherlands,Western Europe,Elsevier,1978-2020,Computer Networks and Communications (Q1),COMPUTER COMMUNICATIONS,COMPUTER COMMUNICATIONS,"6,725",3.167,0.00513,"Nowadays, the world knows a high-speed development and evolution of technologies, vulnerable economic environments, market changes, and personalised consumer trends. The issue and challenge related to enterprises networks design are more and more critical. These networks are often designed for short terms since their strategies must be competitive and better adapted to the environment, social and economical changes. As a solution, to design a flexible and robust network, it is necessary to deal with the trade-off between conflicting qualitative and quantitative criteria such as cost, quality, delivery time, and competition, etc. To this end, using Big Data (BD) as emerging technology will enhance the real performances of these kinds of networks. Moreover, even if the literature is rich with BD models and frameworks developed for a single supply chain network (SCN), there is a real need to scale and extend these BD models to networked supply chains (NSCs). To do so, this paper proposes a BD architecture to drive a mixed-network of SCs that collaborate in serial and parallel fashions. The collaboration is set up by sharing their resources, capabilities, competencies, and information to imitate a unique organisation. The objective is to increase internal value to their shareholders (where value is seen as wealth) and deliver better external value to the end-customer (where value represents customer satisfaction). Within a mixed-network of SCs, both values are formally calculated considering both serial and parallel networks configurations. Besides, some performance factors of the proposed BD architecture such as security, flexibility, robustness and resilience are discussed.",https://doi.org/10.1016/j.comcom.2021.05.008,2021,Lahcen Tamym and Lyes Benyoucef and Ahmed {Nait Sidi Moh} and Moulay Driss {El Ouadghiri},A BIG DATA BASED ARCHITECTURE FOR COLLABORATIVE NETWORKS: SUPPLY CHAINS MIXED-NETWORK,article
450,13681,COMPUTER COMMUNICATIONS,journal,01403664,"0,627",Q1,105,616,599,24961,2424,591,"4,08","40,52",Netherlands,Western Europe,Elsevier,1978-2020,Computer Networks and Communications (Q1),COMPUTER COMMUNICATIONS,COMPUTER COMMUNICATIONS,"6,725",3.167,0.00513,"Mobile crowdsensing has become an efficient paradigm for performing large-scale sensing tasks. Many quality-aware incentive mechanisms for mobile crowdsensing have been proposed. However, most of them measure the data quality by one single metric from a specific perspective. Moreover, they usually use the real-time quality, which cannot provide sufficient incentive for the workers with long-term high quality. In this paper, we refine the generalized data quality into the fine-grained ability requirement. We present a mobile crowdsensing system to achieve the fine-grained quality control, and formulate the problem of maximizing the social cost such that the fine-grained ability requirement of all sensing tasks can be satisfied. To stimulate the workers with long-term high quality, we design two ability reputation systems to assess workers’ fine-grained abilities online. The incentive mechanism based on the reverse auction and fine-grained ability reputation system is proposed. We design a greedy algorithm to select the winners and determine the payment based on the bids and fine-grained ability reputation of workers. Through both rigorous theoretical analysis and extensive simulations, we demonstrate that the proposed mechanisms achieve computational efficiency, individual rationality, truthfulness, whitewashing proof, and guaranteed approximation. Moreover, the designed mechanisms show prominent advantage in terms of social cost and average ability achievement ratio.",https://doi.org/10.1016/j.comcom.2021.09.026,2021,Zhuangye Luo and Jia Xu and Pengcheng Zhao and Dejun Yang and Lijie Xu and Jian Luo,TOWARDS HIGH QUALITY MOBILE CROWDSENSING: INCENTIVE MECHANISM DESIGN BASED ON FINE-GRAINED ABILITY REPUTATION,article
451,13681,COMPUTER COMMUNICATIONS,journal,01403664,"0,627",Q1,105,616,599,24961,2424,591,"4,08","40,52",Netherlands,Western Europe,Elsevier,1978-2020,Computer Networks and Communications (Q1),COMPUTER COMMUNICATIONS,COMPUTER COMMUNICATIONS,"6,725",3.167,0.00513,"Technology has become inevitable in human life, especially the growth of Internet of Things (IoT), which enables communication and interaction with various devices. However, IoT has been proven to be vulnerable to security breaches. Therefore, it is necessary to develop fool proof solutions by creating new technologies or combining existing technologies to address the security issues. Deep learning, a branch of machine learning has shown promising results in previous studies for detection of security breaches. Additionally, IoT devices generate large volumes, variety, and veracity of data. Thus, when big data technologies are incorporated, higher performance and better data handling can be achieved. Hence, we have conducted a comprehensive survey on state-of-the-art deep learning, IoT security, and big data technologies. Further, a comparative analysis and the relationship among deep learning, IoT security, and big data technologies have also been discussed. Further, we have derived a thematic taxonomy from the comparative analysis of technical studies of the three aforementioned domains. Finally, we have identified and discussed the challenges in incorporating deep learning for IoT security using big data technologies and have provided directions to future researchers on the IoT security aspects.",https://doi.org/10.1016/j.comcom.2020.01.016,2020,Mohamed Ahzam Amanullah and Riyaz Ahamed Ariyaluran Habeeb and Fariza Hanum Nasaruddin and Abdullah Gani and Ejaz Ahmed and Abdul Salam Mohamed Nainar and Nazihah Md Akim and Muhammad Imran,DEEP LEARNING AND BIG DATA TECHNOLOGIES FOR IOT SECURITY,article
452,13681,COMPUTER COMMUNICATIONS,journal,01403664,"0,627",Q1,105,616,599,24961,2424,591,"4,08","40,52",Netherlands,Western Europe,Elsevier,1978-2020,Computer Networks and Communications (Q1),COMPUTER COMMUNICATIONS,COMPUTER COMMUNICATIONS,"6,725",3.167,0.00513,"Huge volumes of data are generated at rates faster than the speed of computing resources and executing processors available in market place. This anticipates a draft of information challenges associated with the performance capacity and the ability of big data processing systems to retort in real-time. Moreover, the elapsed time between probabilistic failures drops as the scale of information increases. An error occurred at a specific cluster node of a large Cyber–Physical System influences the overall computation requires to unfold big data transactions. Numerous failure characteristics, statistical response time and lifetime evaluation can be modeled through Weibull Distribution. In this paper, to scrutinize the latency for a data infrastructure, the three-parameter Weibull Cumulative Distribution is used through software defined networking in cyber–physical system. This speculation predicts that the shape of the response time distribution confide in the shape of the learning curve and depicts its parameters to the criterion of the input distribution.",https://doi.org/10.1016/j.comcom.2019.11.018,2020,Gifty R. and Bharathi R.,WEIBULL CUMULATIVE DISTRIBUTION BASED REAL-TIME RESPONSE AND PERFORMANCE CAPACITY MODELING OF CYBER–PHYSICAL SYSTEMS THROUGH SOFTWARE DEFINED NETWORKING,article
453,21100332403,JOURNAL OF INFORMATION SECURITY AND APPLICATIONS,journal,"22142126, 22142134","0,610",Q2,40,183,297,8559,1526,292,"5,43","46,77",United Kingdom,Western Europe,Elsevier Ltd.,2013-2020,"Computer Networks and Communications (Q2); Safety, Risk, Reliability and Quality (Q2); Software (Q2)",JOURNAL OF INFORMATION SECURITY AND APPLICATIONS,JOURNAL OF INFORMATION SECURITY AND APPLICATIONS,"1,526",3.872,0.00209,"The implementation of the GDPR that aims at protecting European citizens’ privacy is still a real challenge. In particular, in Big Data systems where data are voluminous and heterogeneous, it is hard to track data evolution through its complex life cycle ranging from collection, ingestion, storage and analytics. In this context, from 2016 to 2021 research has been conducted and several security tools designed. However, they are either specific to particular applications or address partially the regulation articles. To identify the covered parts, the missed ones and the necessary metrics for comparing different works, we propose a framework for GDPR compliance. The framework identifies the main components for the regulation implementation by mapping requirements aligned with GDPR’s provisions to IT design requirements. Based on this framework, we compare the main GDPR solutions in the Big Data domain and we propose a guideline for GDPR verification and implementation in Big Data systems.",https://doi.org/10.1016/j.jisa.2021.102896,2021,Mouna Rhahla and Sahar Allegue and Takoua Abdellatif,GUIDELINES FOR GDPR COMPLIANCE IN BIG DATA SYSTEMS,article
454,21100332403,JOURNAL OF INFORMATION SECURITY AND APPLICATIONS,journal,"22142126, 22142134","0,610",Q2,40,183,297,8559,1526,292,"5,43","46,77",United Kingdom,Western Europe,Elsevier Ltd.,2013-2020,"Computer Networks and Communications (Q2); Safety, Risk, Reliability and Quality (Q2); Software (Q2)",JOURNAL OF INFORMATION SECURITY AND APPLICATIONS,JOURNAL OF INFORMATION SECURITY AND APPLICATIONS,"1,526",3.872,0.00209,"The technical features of blockchain, including decentralization, data transparency, tamper-proofing, traceability, privacy protection and open-sourcing, make it a suitable technology for solving the information asymmetry problem in personal credit reporting transactions. Applying blockchain technology to credit reporting meets the needs of social credit system construction and may become an important technical direction in the future. This paper analyzed the problems faced by China’s personal credit reporting market, designed the framework of personal credit information sharing platform based on blockchain 3.0 architecture, studied the technical details of the platform and the technical advantages, and finally, applied the platform to the credit blacklist sharing transaction and explored the possible implementation approach. The in-depth integration of blockchain technology and personal credit reporting helps to realize the safe sharing of credit data and reduce the cost of credit data collection, thereby helping the technological and efficiency transformation of the personal credit reporting industry and promoting the overall development of the social credit system.",https://doi.org/10.1016/j.jisa.2020.102659,2020,Jing Zhang and Rong Tan and Chunhua Su and Wen Si,DESIGN AND APPLICATION OF A PERSONAL CREDIT INFORMATION SHARING PLATFORM BASED ON CONSORTIUM BLOCKCHAIN,article
455,21100332403,JOURNAL OF INFORMATION SECURITY AND APPLICATIONS,journal,"22142126, 22142134","0,610",Q2,40,183,297,8559,1526,292,"5,43","46,77",United Kingdom,Western Europe,Elsevier Ltd.,2013-2020,"Computer Networks and Communications (Q2); Safety, Risk, Reliability and Quality (Q2); Software (Q2)",JOURNAL OF INFORMATION SECURITY AND APPLICATIONS,JOURNAL OF INFORMATION SECURITY AND APPLICATIONS,"1,526",3.872,0.00209,"Nowadays, IoT, cloud computing, mobile and social networks are generating a transformation in social processes. Nevertheless, this technological change rise to new threats and security attacks that produce new and complex cybersecurity scenarios with large volumes of data and different attack vectors that can exceeded the cognitive skills of security analysts. In this context, cognitive sciences can enhance the cognitive processes, which can help to security analysts to establish actions in less time and more efficiently within cybersecurity operations. This works presents a cognitive security model that integrates technological solutions such as Big Data, Machine Learning, and Support Decision Systems with the cognitive processes of security analysts used to generate knowledge, understanding and execution of security response actions. The model considers alternatives to establish the automation process in the execution of cognitive tasks defined in the cyber operations processes and includes the analyst as the central axis in the processes of validation and decision making through the use of MAPE-K, OODA and Human in the Loop.",https://doi.org/10.1016/j.jisa.2019.06.008,2019,Roberto O Andrade and Sang Guun Yoo,COGNITIVE SECURITY: A COMPREHENSIVE STUDY OF COGNITIVE SCIENCE IN CYBERSECURITY,article
456,18732,INFORMATION AND SOFTWARE TECHNOLOGY,journal,09505849,"0,606",Q2,103,121,420,6853,2316,403,"5,12","56,64",Netherlands,Western Europe,Elsevier,"1970, 1987-2020",Computer Science Applications (Q2); Information Systems (Q2); Software (Q2),INFORMATION AND SOFTWARE TECHNOLOGY,INFORMATION AND SOFTWARE TECHNOLOGY,"5,172",2.730,0.00554,"Context
The need for business intelligence has led to advances in machine learning in the business domain, especially with the rise of big data analytics. However, the resulting predictive systems often fail to maintain a satisfactory level of performance in production. Besides, for predictive systems used in business-to-business scenarios, user trust is subject to the model performance. Therefore, the processes of creating, evaluating, and deploying machine learning systems in the business domain need innovative solutions to solve the critical challenges of assuring the quality of the resulting systems.
Objective
Applying machine learning in business-to-business situations imposes specific requirements. This paper aims at providing an integrated solution to businesses to help them transform their data into actions.
Method
The paper presents MLean, an end-to-end framework, that aims at guiding businesses in designing, developing, evaluating, and deploying business-to-business predictive systems. The framework employs the Lean Startup methodology and aims at maximizing the business value while eliminating wasteful development practices.
Results
To evaluate the proposed framework, with the help of our industrial partner, we applied the framework to a case study to build a predictive product. The case study resulted in a predictive system to predict the risks of software license cancellations. The system was iteratively developed and evaluated while adopting the management and end-user perspectives.
Conclusion
It is concluded that, in industry, it is important to be aware of the businesses requirements before considering the application of machine learning. The framework accommodates business perspective from the beginning to produce a holistic product. From the results of the case study, we think that this framework can help businesses define the right opportunities for applying machine learning, developing solutions, evaluating the effectiveness of these solutions, and maintaining their performance in production.",https://doi.org/10.1016/j.infsof.2019.05.009,2019,Mona Nashaat and Aindrila Ghosh and James Miller and Shaikh Quader and Chad Marston,M-LEAN: AN END-TO-END DEVELOPMENT FRAMEWORK FOR PREDICTIVE MODELS IN B2B SCENARIOS,article
457,18732,INFORMATION AND SOFTWARE TECHNOLOGY,journal,09505849,"0,606",Q2,103,121,420,6853,2316,403,"5,12","56,64",Netherlands,Western Europe,Elsevier,"1970, 1987-2020",Computer Science Applications (Q2); Information Systems (Q2); Software (Q2),INFORMATION AND SOFTWARE TECHNOLOGY,INFORMATION AND SOFTWARE TECHNOLOGY,"5,172",2.730,0.00554,"Context: Big Data systems are a class of software systems that ingest, store, process and serve massive amounts of heterogeneous data, from multiple sources. Despite their undisputed impact in current society, their engineering is still in its infancy and companies find it difficult to adopt them due to their inherent complexity. Existing attempts to provide architectural guidelines for their engineering fail to take into account important Big Data characteristics, such as the management, evolution and quality of the data. Objective: In this paper, we follow software engineering principles to refine the λ-architecture, a reference model for Big Data systems, and use it as seed to create Bolster, a software reference architecture (SRA) for semantic-aware Big Data systems. Method: By including a new layer into the λ-architecture, the Semantic Layer, Bolster is capable of handling the most representative Big Data characteristics (i.e., Volume, Velocity, Variety, Variability and Veracity). Results: We present the successful implementation of Bolster in three industrial projects, involving five organizations. The validation results show high level of agreement among practitioners from all organizations with respect to standard quality factors. Conclusion: As an SRA, Bolster allows organizations to design concrete architectures tailored to their specific needs. A distinguishing feature is that it provides semantic-awareness in Big Data Systems. These are Big Data system implementations that have components to simplify data definition and exploitation. In particular, they leverage metadata (i.e., data describing data) to enable (partial) automation of data exploitation and to aid the user in their decision making processes. This simplification supports the differentiation of responsibilities into cohesive roles enhancing data governance.",https://doi.org/10.1016/j.infsof.2017.06.001,2017,Sergi Nadal and Victor Herrero and Oscar Romero and Alberto Abelló and Xavier Franch and Stijn Vansummeren and Danilo Valerio,A SOFTWARE REFERENCE ARCHITECTURE FOR SEMANTIC-AWARE BIG DATA SYSTEMS,article
